1,2,3,4,5,6,7,8,9,11,22,33,44,a,b,c,d,e,f
0,1,4,0,4,2,1,1,0,-0.202561542,1.731601732,-30.54701439,-29.11969024,0,0,1,1,1,1
0,1,4,0,4,2,1,1,0,0.025320193,-11.71648987,89.81140036,325.7035568,1,1,1,1,1,1
0,1,4,0,4,2,1,1,0,-0.050640385,1.572668113,-44.06983511,-44.5753083,1,0,1,1,0,1
0,1,4,0,4,2,1,1,0,-0.860886553,-7.33197556,41.1692275,-0.305177401,0,0,0,0,1,1
0,1,4,0,4,2,1,1,0,-0.405123084,1.173020528,-24.34128659,31.58037115,1,1,1,1,0,1
0,1,4,0,4,2,1,1,0,-0.405123084,-2.298136646,-24.86020601,-12.36646473,0,1,1,1,1,0
0,1,4,0,4,2,1,1,0,-0.759605782,-4.749478079,-27.8880836,-16.02224844,1,1,0,1,0,1
0,1,5,0,5,3,2,1,1,1.461593908,6.149567367,-10.53866699,7.649371305,1,0,0,1,1,1
0,1,5,0,5,3,2,1,1,-0.775539625,3.994490358,3.210191939,26.7672863,1,0,0,0,1,1
0,1,5,0,5,3,2,1,1,0.119313788,-2.556818182,-17.80903742,-23.59107607,0,1,1,1,1,1
0,1,5,0,5,3,2,1,1,0.119313788,2.757619739,-50.56901448,-46.14872208,1,1,0,1,1,0
0,1,5,0,5,3,2,1,1,1.461593908,-0.426742532,-9.348599185,27.19229768,0,1,1,0,1,0
0,1,5,0,5,3,2,1,1,1.014167202,-3.687943262,38.72209756,32.08928782,0,1,1,0,1,0
0,1,5,0,5,3,2,1,0,-0.775539625,-0.401606426,-14.21763304,-33.06857294,0,0,0,1,1,0
0,1,5,0,5,3,2,1,1,0.119313788,-0.287769784,-0.126883426,10.07137193,1,1,1,1,0,1
0,1,5,0,5,3,2,1,0,1.237880555,-2.393162393,5.117205936,-3.843935183,0,1,1,0,0,0
0,1,5,0,5,3,2,1,0,1.237880555,-2.393162393,5.117205936,-3.843935183,0,1,1,0,0,0
0,1,5,0,5,3,2,1,1,-0.775539625,-2.891030393,-16.04981075,-50.11990408,1,1,0,0,1,0
0,1,5,0,5,3,2,1,0,-0.775539625,7.170172084,1.753788524,67.75072365,1,1,0,1,1,0
0,1,5,0,5,3,2,1,0,0.790453848,-4.790697674,19.28694879,47.74579033,1,0,1,0,0,0
0,1,5,0,5,3,2,1,1,-0.551826271,-2.196324518,-19.01609389,-33.9377328,0,1,1,0,1,0
0,1,5,0,5,3,2,1,0,-1.670393038,-0.862422998,16.09117581,34.9582487,1,1,0,1,1,0
0,1,5,0,5,3,2,1,1,-0.999252978,1.943005181,5.865043662,-25.22889653,1,0,1,0,0,1
0,1,5,0,5,3,2,1,1,-0.999252978,1.943005181,5.865043662,-25.22889653,1,0,1,0,0,1
0,1,5,0,5,3,2,1,1,-0.999252978,1.943005181,5.865043662,-25.22889653,1,0,1,0,0,1
0,0,6,3,6,4,0,2,1,0.029666921,3.594771242,8.31651172,12.61972227,0,0,1,1,1,0
0,0,6,3,6,4,0,2,1,0.178001529,0.570368334,5.028045207,34.80452072,1,0,1,1,1,1
0,0,6,3,6,4,0,2,1,0.419045266,-1.301301301,-14.00409715,-2.918799435,0,0,0,1,0,0
0,0,6,3,6,4,0,2,1,-2.04701758,-2.030965392,-15.87509414,-26.87175328,1,1,0,1,0,1
0,0,6,3,6,4,0,2,1,-1.027217155,-0.380228137,1.802804839,3.971737501,1,0,0,0,1,1
0,0,6,3,6,4,0,2,1,-0.192834989,-3.175175898,-31.73617432,-7.009816798,0,0,1,1,1,0
0,0,6,3,6,4,0,2,1,0.678630828,0.490964882,78.25614062,98.09788912,0,1,0,1,0,0
0,0,6,3,6,4,0,2,1,-1.23117724,-2.566119954,7.009814365,54.28011419,1,0,0,1,1,1
0,0,6,3,6,4,0,2,0,-0.063042208,5.438417915,72.49143357,110.1347986,1,0,1,1,0,0
0,0,6,3,6,4,0,2,1,0.697172654,-2.633585548,25.12915874,63.52680099,0,0,1,1,1,1
0,0,6,3,6,4,0,2,1,1.587180298,-5.048108607,74.90730774,181.045112,1,1,1,0,1,0
0,0,6,3,6,4,0,2,1,-1.008675329,-6.64995382,47.31409379,17.30662348,1,1,1,0,0,0
0,0,6,3,6,4,0,2,1,0.567379873,-2.344418172,3.933489763,65.44196472,0,0,1,1,1,1
0,0,6,3,6,4,0,2,1,0.919674565,-2.051048314,-40.41864439,24.50473713,1,0,0,0,0,1
0,0,6,3,6,4,0,2,1,1.383220213,4.040816327,40.09420461,21.86019369,0,0,0,1,0,1
0,0,6,3,6,4,0,2,1,-0.50804603,3.916815514,17.62920816,-13.47558084,1,0,0,0,0,0
0,0,6,3,6,4,0,2,1,0.215085181,1.441946286,-11.85712211,25.84503221,1,1,0,1,1,0
0,0,6,3,6,4,0,2,1,0.474670743,0.906222186,-0.329510232,-4.052878081,1,0,1,1,1,0
0,1,7,0,7,2,3,3,0,0.910128513,0.528225621,13.12874522,9.545233951,1,1,0,0,0,0
0,1,7,0,7,2,3,3,0,0.037306118,-1.319823331,-8.744872762,-3.601479131,0,1,0,0,1,0
0,1,7,0,7,2,3,3,0,0.769350707,-0.24747993,-0.613266542,25.40783877,0,0,0,0,1,0
0,1,7,0,7,2,3,3,0,2.36013991,-4.057074093,81.00700699,40.08107337,1,0,1,1,1,1
0,1,7,0,7,2,3,3,0,-0.385027298,6.143865674,49.4161761,42.9148257,0,1,1,0,0,1
0,1,7,0,7,2,3,3,0,-0.807360715,-2.022397892,-10.56059646,-14.80311859,0,0,0,1,1,1
0,1,7,0,7,2,3,3,0,-0.17386059,1.855326246,-11.66505545,37.90405466,1,0,0,1,0,1
0,1,7,0,7,2,3,3,0,1.515473076,1.7398578,5.14400347,20.19619549,0,1,1,1,0,1
0,1,7,0,7,2,3,3,0,-0.68066069,-0.448468438,-48.05103873,-47.03937645,0,0,1,0,1,1
0,1,7,0,7,2,3,3,0,-1.060760765,-2.229811169,-19.68258461,7.076717889,1,1,0,1,1,0
0,1,7,0,7,2,3,3,0,-0.244249493,-2.595476455,-2.920447841,-12.92585472,1,0,1,0,1,1
0,1,7,0,7,2,3,3,0,1.543628638,1.046641601,28.42135002,12.66940784,1,1,0,0,1,1
0,1,7,0,7,2,3,3,0,-0.370949518,3.538710257,-6.121415469,20.71787351,1,0,1,1,0,1
0,1,7,0,7,2,3,3,0,-0.483571762,4.784195493,0.971409931,43.85834276,1,0,0,1,1,0
0,1,7,0,7,2,3,3,0,0.06546168,3.750895915,-6.536837758,0.306531352,1,1,1,0,0,0
0,1,7,0,7,2,3,3,0,0.642650682,4.877596439,3.493435456,13.14610093,0,0,1,0,1,1
0,1,7,0,7,2,3,3,0,-1.18746079,-3.61196092,-0.827721729,-5.707313654,0,0,0,1,0,0
0,1,7,0,7,2,3,3,0,-1.300083034,-2.954545455,3.678604367,-17.39378982,0,0,0,0,1,1
0,0,8,4,8,5,2,1,0,0.846604794,4.905764967,-4.58257671,14.16864553,1,1,1,0,1,1
0,0,8,4,8,5,2,1,0,1.05060595,-0.026666667,6.720366501,19.09280842,0,0,0,1,1,1
0,0,8,4,8,5,2,1,2,0.846604794,3.525835866,-47.7354398,-55.58289359,1,0,0,1,0,0
0,0,8,4,8,5,2,1,0,1.662609416,-0.427350427,61.58069534,21.4781183,1,0,1,1,0,0
0,0,8,4,8,5,2,1,0,1.662609416,-0.585688821,57.38903394,17.60951552,0,1,1,0,1,0
0,0,8,4,8,5,2,1,0,0.846604794,2.086475616,-11.30308908,-20.41921195,1,1,0,0,0,0
0,0,8,4,8,5,2,1,0,0.234601329,0.208719852,-10.72817264,-20.49099188,0,0,0,0,0,1
0,0,8,4,8,5,2,1,0,0.642603639,1.489064681,-40.3005825,-34.7600811,0,0,0,1,1,1
0,0,8,4,8,5,2,1,0,0.438602484,-1.561725335,14.81674458,54.39848685,1,1,0,1,1,0
0,0,8,4,8,5,2,1,0,0.030600173,1.884253028,-25.64371599,-24.55928834,1,1,1,0,0,1
0,0,8,4,8,5,2,1,0,-0.173400982,-1.877089226,76.28031415,226.4347976,0,0,1,0,1,1
0,0,8,4,8,5,2,1,0,-0.377402137,-4.195228955,-7.150405904,-35.29151292,0,0,0,0,1,0
0,0,8,4,8,5,2,1,0,0.030600173,-1.249132547,-18.41039646,6.262359921,1,1,1,1,1,0
0,0,8,4,8,5,2,1,0,-0.581403293,0.339229465,-32.41851635,21.1901847,1,0,1,0,0,0
0,0,8,4,8,5,2,1,0,-0.785404448,1.139946641,27.11252745,-15.45583739,0,0,1,0,0,0
0,0,8,4,8,5,2,1,0,-0.989405603,-0.16435783,-23.65635513,-58.31623861,0,1,0,0,0,1
0,0,8,4,8,5,2,1,0,-0.989405603,4.356060606,10.52608213,10.92859785,0,1,1,0,1,0
0,0,8,4,8,5,2,1,0,-1.601409069,0.675485505,-22.78043958,-37.33363754,0,0,1,0,0,0
0,1,9,2,9,1,1,2,1,0.560322606,-4.63162009,12.30036127,41.10241805,0,0,0,0,1,0
0,1,9,2,9,1,1,2,1,0.366500321,-1.10619469,43.29497068,130.0007299,0,0,0,1,0,1
0,1,9,2,9,1,1,2,1,-0.831673805,0.473933649,-22.28072762,56.79707539,1,0,1,1,1,0
0,1,9,2,9,1,1,2,1,1.828977564,3.204524034,-21.63435625,-8.476049726,1,1,1,1,1,0
0,1,9,2,9,1,1,2,1,0.155057828,-2.582728006,2.893334363,-9.992018743,0,0,1,0,0,1
0,1,9,2,9,1,1,2,1,-0.338307989,1.020408163,-22.05992813,3.990705466,1,1,1,1,1,0
0,1,9,2,9,1,1,2,1,-1.307419415,-1.194539249,9.714616414,-23.08749593,0,1,1,1,0,1
0,1,9,2,9,1,1,2,1,2.09328068,1.814708691,4.282678838,-1.282757535,0,1,0,1,0,1
0,1,9,2,9,1,1,2,1,0.243158867,0.000001,-34.39851876,-21.71213854,0,0,1,1,1,1
0,1,9,2,9,1,1,2,1,-0.126865496,4.360325827,-29.7277833,-22.56469513,0,0,0,0,0,0
0,1,9,2,9,1,1,2,1,-1.395520453,-4.851292053,5.590661084,46.73264814,1,1,0,1,1,1
0,1,9,2,9,1,1,2,1,0.84224593,7.066628209,10.63681505,57.67924035,1,1,1,0,0,0
0,1,9,2,9,1,1,2,1,0.331259906,5.43694141,-11.85960444,1.173942457,0,1,1,0,0,1
0,1,9,2,9,1,1,2,1,0.066956789,-2.905616225,18.26551812,-8.168199546,0,0,1,1,0,0
0,1,9,2,9,1,1,2,1,-0.95501526,-0.525354043,-22.88047049,-27.67541527,1,0,0,0,0,0
0,1,9,2,9,1,1,2,1,0.771765099,3.860921502,-13.15138159,-6.876871786,1,1,0,1,0,1
0,1,9,2,9,1,1,2,1,-0.320687781,1.416893733,-7.325064358,30.86824245,1,0,1,1,1,1
0,1,9,2,9,1,1,2,1,-0.95501526,-2.852395458,-16.67983379,-13.48689273,0,0,0,1,0,1
0,1,10,0,10,1,2,1,0,1.506643882,8.412556054,12.62140365,7.990619459,0,0,0,0,1,0
0,1,10,0,10,1,2,1,0,0.873853452,0.541353383,14.10739021,75.246476,1,1,0,0,1,0
0,1,10,0,10,1,2,1,0,-0.180797266,7.103694875,54.21955735,38.88535824,0,0,1,1,0,1
0,1,10,0,10,1,2,1,0,-1.65730827,-1.744591766,-11.26766105,14.54888393,1,1,0,0,0,0
0,1,10,0,10,1,2,1,0,0.030132878,1.132404181,-6.992392735,25.27638952,0,0,0,0,0,1
0,1,10,0,10,1,2,1,0,-0.180797266,4.552845528,5.978166696,43.52220874,1,0,0,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,1,10,0,10,1,2,1,0,-0.391727409,1.540957015,-70.05620951,-58.69779373,0,1,1,0,0,0
0,0,11,4,11,6,2,1,1,1.578595216,-0.766411196,94.50340136,92.42630385,1,0,0,1,0,0
0,0,11,4,11,6,2,1,1,1.208611962,2.886247878,11.04422197,1.624345289,1,0,1,0,1,0
0,0,11,4,11,6,2,1,1,2.195233972,-0.939849624,-8.476896748,41.16752234,1,1,0,0,0,0
0,0,11,4,11,6,2,1,1,2.071906221,-5.34351145,23.29447161,-7.534160712,0,0,0,1,1,0
0,0,11,4,11,6,2,1,1,0.345317704,0.8,-11.2517321,-26.09699769,1,1,1,1,1,0
0,0,11,4,11,6,2,1,1,-0.271321053,1.825557809,-26.28136034,-3.103512358,0,0,1,1,0,1
0,0,11,4,11,6,2,1,1,-0.641304307,-1.724137931,-8.879737031,71.17164771,1,0,0,1,0,0
0,0,11,4,11,6,2,1,1,-0.147993302,-1.680672269,0.392668556,28.00260964,0,0,0,0,1,1
0,0,11,4,11,6,2,1,1,-0.641304307,-0.454545455,-26.54004168,-16.88002382,0,1,0,0,0,1
0,0,11,4,11,6,2,1,1,-0.641304307,1.387720774,-28.15563416,-17.28145528,0,1,1,0,0,1
0,0,11,4,11,6,2,1,1,-1.01128756,0.956340956,-39.23892587,-46.56873996,0,1,0,0,0,1
0,0,11,4,11,6,2,1,1,0.098662201,-4.848484848,-19.14944451,-5.037231713,0,1,1,0,0,0
0,0,11,4,11,6,2,1,1,-0.764632058,-0.37593985,22.43775315,40.41257182,0,1,1,0,0,1
0,0,11,4,11,6,2,1,1,-0.02466555,-4.149085795,39.68697636,-19.56932511,1,0,0,1,0,0
0,0,11,4,11,6,2,1,1,-0.394648804,0.191754554,-20.36191735,-32.04900117,0,0,1,1,1,1
0,0,11,4,11,6,2,1,1,0.221989952,2.647910633,9.035512095,-34.28718477,0,1,1,1,0,1
0,0,11,4,11,6,2,1,1,-0.517976555,13.08126901,147.9973916,105.8558852,1,0,1,0,0,1
0,0,11,4,11,6,2,1,1,-0.887959809,-4.057450628,-24.77033448,-23.07835647,1,1,0,1,0,1
0,0,12,0,12,0,0,0,1,2.076338584,-3.171641791,46.35580682,163.9041627,1,0,0,1,1,0
0,0,12,0,12,0,0,0,1,1.996694372,-0.107273117,59.65682073,12.21153738,0,1,1,1,0,0
0,0,12,0,12,0,0,0,1,1.518829099,-2.808510638,-46.02212386,-34.07492965,1,0,0,0,0,0
0,0,12,0,12,0,0,0,1,0.563098553,1.169814939,26.77395285,10.57403978,1,1,1,1,0,1
0,0,12,0,12,0,0,0,1,0.430358199,-3.905759162,-1.315050434,-9.835901484,0,1,0,1,1,1
0,0,12,0,12,0,0,0,1,0.45690627,-0.548020277,-1.781336047,-11.36031116,0,1,1,1,0,1
0,0,12,0,12,0,0,0,1,0.08523328,1.877934272,6.214356765,7.70327726,1,0,1,1,0,0
0,0,12,0,12,0,0,0,1,-0.074055145,-0.113913751,0.561810531,26.31991749,1,0,1,0,1,0
0,0,12,0,12,0,0,0,1,-0.047507074,-0.699755899,-18.60631013,-21.55571083,0,0,1,0,1,1
0,0,12,0,12,0,0,0,1,-0.074055145,2.641151352,-25.68975945,-21.72503933,0,0,1,1,1,1
0,0,12,0,12,0,0,0,1,-0.28643971,1.263087918,-24.04250301,-31.82162431,1,0,0,1,0,0
0,0,12,0,12,0,0,0,1,-0.25989164,-0.314190958,36.22738439,27.07013725,0,1,1,0,1,0
0,0,12,0,12,0,0,0,1,-0.419180064,-1.150705271,88.44319844,-30.18729616,1,0,0,0,0,0
0,0,12,0,12,0,0,0,1,-0.445728135,0.598802395,-21.59377771,-32.97258059,0,1,0,1,1,1
0,0,12,0,12,0,0,0,1,-1.029785691,2.431561997,-8.346641254,-26.10141908,0,1,1,0,1,1
0,0,12,0,12,0,0,0,1,-1.00323762,-2.136075949,2.904624774,-5.015154743,0,0,1,1,0,1
0,0,12,0,12,0,0,0,1,-1.189074115,3.235800344,5.738323732,43.20545072,1,1,1,1,1,0
0,0,12,0,12,0,0,0,1,-1.242170257,2.386769404,258.6060824,137.7178058,0,0,1,0,1,1
0,0,13,5,13,0,0,0,1,0.678338874,3.096263532,-25.77439557,-22.71908544,1,0,0,1,1,1
0,0,13,5,13,0,0,0,1,0.716663104,-2.84934109,16.21847243,18.70783961,1,1,1,0,0,0
0,0,13,5,13,0,0,0,1,2.172983851,-0.897155361,-46.53582498,-40.32972913,1,1,1,0,1,1
0,0,13,5,13,0,0,0,1,0.333420802,-8.674148754,81.83013612,31.91838032,1,1,0,1,0,0
0,0,13,5,13,0,0,0,1,0.218448112,-6.158536585,114.5671642,107.814262,0,1,0,1,0,0
0,0,13,5,13,0,0,0,1,0.410069263,-1.368409886,12.40188675,16.74605572,1,1,1,1,0,1
0,0,13,5,13,0,0,0,1,1.713093089,1.423312883,10.40303213,27.54504091,0,1,1,1,1,0
0,0,13,5,13,0,0,0,1,-0.088145729,-1.540850454,5.108709736,-3.319598849,0,0,0,0,0,0
0,0,13,5,13,0,0,0,1,-0.16479419,-11.65829146,103.1774794,129.7104028,1,1,0,0,1,1
0,0,13,5,13,0,0,0,1,-0.011497269,-0.826542491,-18.63784678,-18.8867299,0,0,0,0,1,0
0,0,13,5,13,0,0,0,1,1.253202327,-6.395094174,45.10403726,-2.566439635,1,1,1,0,1,1
0,0,13,5,13,0,0,0,1,-0.049821499,-3.450542228,74.74964155,34.23582303,0,1,1,0,1,0
0,0,13,5,13,0,0,0,1,-0.31809111,4.376672017,68.66777181,289.8894693,1,0,0,0,1,0
0,0,13,5,13,0,0,0,1,-0.433063801,3.099304238,-14.17047823,-21.91796326,0,1,0,0,0,0
0,0,13,5,13,0,0,0,1,-0.31809111,0.096618357,-34.01423983,-37.28858181,0,0,1,0,1,0
0,0,13,5,13,0,0,0,1,-1.161224174,3.053435115,9.781620406,38.69831876,0,1,1,0,1,0
0,0,13,5,13,0,0,0,1,-0.816306103,3.576072822,49.42244799,54.94673147,0,1,1,1,1,1
0,0,13,5,13,0,0,0,1,-1.314521095,1.000137005,2.80540108,-0.049200125,1,1,1,0,1,1
0,1,14,4,14,6,2,1,1,2.173290967,-1.457399103,12.04767235,-7.984802863,1,1,1,0,0,1
0,1,14,4,14,6,2,1,1,1.810572029,-3.200775946,-34.25757868,-21.37478278,0,0,1,0,1,1
0,1,14,4,14,6,2,1,1,1.447853092,-1.049618321,-13.91846308,-29.15894114,1,0,1,0,1,0
0,1,14,4,14,6,2,1,1,0.541055748,0.000001,-43.74261959,-18.10097602,1,0,1,0,1,0
0,1,14,4,14,6,2,1,1,0.661962061,-3.248031496,0.729917311,-38.31235679,0,0,1,0,0,1
0,1,14,4,14,6,2,1,1,0.661962061,-0.632911392,12.95528653,-50.88639856,0,0,0,1,1,0
0,1,14,4,14,6,2,1,1,0.299243123,-0.223964166,-53.68495715,-57.1589006,0,0,0,0,0,0
0,1,14,4,14,6,2,1,1,-0.063475814,-3.771428571,-38.24330259,-48.26526131,0,0,1,0,1,0
0,1,14,4,14,6,2,1,1,0.299243123,-1.289599103,-58.17494627,-66.12731899,0,0,0,1,0,1
0,1,14,4,14,6,2,1,1,-0.12392897,-1.45631068,-46.37010772,-73.56757192,1,0,0,0,0,0
