1,2,3,4,5,6,7,8,9,11,22,33,44,a,b,c,d,e,f
0,0,31,4,65,6,0,0,0,-0.155580172,-1.05775076,-34.58347925,3.183458071,1,1,0,0,1,1
0,0,31,4,65,6,0,0,0,-0.065822381,2.580254391,-8.103168506,-2.423049806,1,1,0,1,1,0
0,0,31,4,65,6,0,0,0,-1.05315809,-1.507936508,-37.59891197,-12.8029179,0,0,1,0,0,0
0,0,31,4,65,6,0,0,0,-0.035903117,3.785271851,14.4854875,-1.233940107,0,1,0,1,1,0
0,0,31,4,65,6,0,0,0,-0.275257228,-2.452748521,-44.07061298,-50.38928382,1,0,1,0,1,0
0,0,31,4,65,6,0,0,0,-0.155580172,4.210672596,-2.187991649,-16.38441909,1,1,0,1,0,0
0,0,31,4,65,6,0,0,0,-1.023238826,-7.897629141,57.00009638,100.1629621,0,0,0,0,0,1
0,0,31,4,65,6,0,0,0,-0.065822381,0.683246789,-9.458933471,11.58147464,1,1,1,1,0,0
0,0,31,4,65,6,0,0,0,0.053854675,1.10314396,-10.15316094,-5.84333282,0,0,0,0,0,1
0,0,31,4,65,6,0,0,0,-0.2154187,-1.040910191,-10.67694436,-2.620715402,1,0,1,0,0,1
0,0,31,4,65,6,0,0,0,-0.634288395,-0.297004132,28.89360075,-13.56668636,1,1,0,0,1,0
0,0,31,4,65,6,0,0,0,-0.095741645,-4.115724489,31.87574287,151.1428313,1,0,1,0,1,0
0,0,31,4,65,6,0,0,0,-0.484692076,1.613680154,-24.00779555,-4.324249215,0,0,1,0,1,0
0,0,62,7,81,10,0,2,1,1.251297,-9.75713677,4.001360042,48.69417463,0,0,1,0,0,1
0,0,62,7,81,10,0,2,1,0.621713604,4.258872651,-9.220944736,-25.21193525,1,0,0,0,1,0
0,0,62,7,81,10,0,2,1,1.172599075,-3.377814846,-25.18775261,-37.27519288,0,0,0,1,1,0
0,0,62,7,81,10,0,2,1,0.070828132,-1.021711367,25.59849264,54.28915051,0,0,0,1,0,0
0,0,62,7,81,10,0,2,1,-0.243963566,-4.235294118,-19.69917949,8.253713129,1,0,0,0,0,0
0,0,62,7,81,10,0,2,1,0.306921906,0.964630225,-29.72074474,-38.31471941,1,0,1,1,0,1
0,0,62,7,81,10,0,2,1,0.38561983,0.997091816,-4.304849202,-10.15075752,0,1,1,0,1,1
0,0,62,7,81,10,0,2,1,-0.794849038,-6.37945319,-18.51331806,-27.49475443,0,1,0,1,1,1
0,0,62,7,81,10,0,2,1,-1.18833866,-0.75865339,24.32802995,57.46893609,1,0,1,1,1,0
0,0,62,7,81,10,0,2,1,-1.503130358,-3.591836735,39.50432155,20.56857071,1,0,1,0,1,1
0,0,62,7,81,10,0,2,1,-1.896619981,2.600170503,33.37962165,49.45217284,0,0,1,0,0,1
0,0,62,7,81,10,0,2,1,-1.030942811,5.130836326,-27.94669421,-38.62521879,1,0,0,1,1,1
0,0,62,7,81,10,0,2,1,-0.873546962,-2.74270788,-20.04792394,-27.33363468,0,1,1,0,1,1
0,0,62,7,81,10,0,2,1,-0.558755264,-5.549915398,19.2756991,51.20671698,1,1,1,0,1,0
0,0,62,7,81,10,0,2,1,-0.558755264,0.490948144,14.92004996,16.74878342,1,1,1,0,0,0
0,0,62,7,81,10,0,2,1,0.936505302,-0.793078587,-26.58874772,-17.6270829,1,0,1,0,1,1
0,0,62,7,81,10,0,2,1,0.936505302,2.763734412,18.70677868,5.312082621,1,1,1,0,0,1
0,0,62,7,81,10,0,2,1,1.093901151,-3.677758319,-4.030212374,36.36882756,0,0,0,1,1,1
0,1,36,0,0,2,2,1,0,1.020266334,10.48582657,-9.631081765,-35.16517843,1,1,0,1,0,1
0,1,36,0,0,2,2,1,0,1.517748027,-5.604548619,1.667854597,30.71988596,1,1,0,0,1,0
0,1,36,0,0,2,2,1,0,1.466284403,-1.099417955,-7.478991597,40.02489885,1,0,1,0,1,1
0,1,36,0,0,2,2,1,0,1.483438945,-5.228660249,99.3246278,164.0805124,0,1,1,1,0,1
0,1,36,0,0,2,2,1,0,1.380511698,2.404863596,4.176762363,2.450022546,1,0,1,1,0,1
0,1,36,0,0,2,2,1,0,1.41482078,-3.985507246,-43.09035906,-46.22711093,0,0,1,1,0,1
0,1,36,0,0,2,2,1,0,0.634289158,0.165730596,19.14495211,87.21249612,1,1,1,1,0,1
0,1,36,0,0,2,2,1,0,-0.017583405,1.338653623,9.799330016,-13.56555111,1,1,1,1,1,1
0,1,36,0,0,2,2,1,0,-0.206283357,-3.452189539,4.496371188,40.82309015,1,1,0,0,0,0
0,1,36,0,0,2,2,1,0,-0.609415074,1.656402633,4.463653768,-37.52973255,1,1,1,1,1,1
0,1,36,0,0,2,2,1,0,-0.695187779,3.955880793,-19.85474648,25.39497575,0,0,0,0,1,0
0,1,36,0,0,2,2,1,0,-0.815269567,4.783333333,10.88806929,16.89527993,1,0,1,1,0,1
0,1,36,0,0,2,2,1,0,-0.720919591,6.86646434,3.27124376,-15.65838209,0,0,1,0,0,1
0,1,36,0,0,2,2,1,0,-0.798115026,-1.551527029,-12.53996759,-12.39980728,1,0,1,1,1,1
0,1,36,0,0,2,2,1,0,-0.806692297,-2.680041922,-30.49303256,12.37892895,1,1,1,1,0,0
0,1,36,0,0,2,2,1,0,-0.892465003,0.639269406,-35.80095177,-47.42009218,1,0,1,1,1,1
0,1,36,0,0,2,2,1,0,-0.738074132,7.4933687,-10.67033976,-2.948678706,0,1,0,0,0,0
0,1,36,0,0,2,2,1,0,-0.866733191,-2.36618799,-40.74221669,-24.41677044,0,1,1,0,0,1
0,1,25,0,66,2,1,1,0,1.207099443,13.63636364,-40.08093969,-54.59480802,0,0,0,0,0,1
0,1,25,0,66,2,1,1,0,1.827716123,1.421031263,-41.87544856,-55.37966248,0,1,0,1,0,1
0,1,25,0,66,2,1,1,1,0.834729435,4.339796861,-3.058328954,-20.96689438,1,1,1,0,1,1
0,1,25,0,66,2,1,1,0,0.772667767,3.085553997,27.72490762,21.19749642,1,1,0,1,0,1
0,1,25,0,66,2,1,1,0,1.269161111,-1.755786113,-18.30344953,35.54200419,1,0,1,0,1,0
0,1,25,0,66,2,1,1,0,1.145037775,-0.050607287,2.252426158,-10.89721554,0,1,0,1,0,1
0,1,25,0,66,2,1,1,0,0.338236091,6.378378378,-1.505630261,65.33508254,1,1,0,0,1,1
0,1,25,0,66,2,1,1,0,-0.592688929,3.323029366,38.42193621,-25.68550644,1,1,1,0,1,1
0,1,25,0,66,2,1,1,0,-0.406503925,-0.917431193,-44.01153422,-26.85946909,0,0,0,1,1,0
0,1,25,0,66,2,1,1,0,0.152051087,-1.040763226,-53.08566741,-61.46724481,0,1,1,1,0,0
0,1,25,0,66,2,1,1,0,-0.840935601,4.188948307,-16.64987768,-55.90732479,0,0,0,1,1,1
0,1,25,0,66,2,1,1,0,-0.778873933,-3.928266439,-28.996409,-29.64152964,1,0,0,1,0,0
0,1,25,0,66,2,1,1,0,-0.530627261,4.537037037,-11.54147813,46.48567119,0,0,1,1,0,1
0,1,25,0,66,2,1,1,0,0.152051087,-1.155115512,-47.24596488,-54.52238351,1,0,1,1,1,1
0,1,25,0,66,2,1,1,0,-1.585675617,-1.691729323,-12.39646979,-24.37202987,1,0,0,0,0,0
0,1,25,0,66,2,1,1,0,-0.096195585,-0.087108014,-48.44474996,-34.00927995,0,0,0,1,0,1
0,1,25,0,66,2,1,1,0,0.462359427,1.774042951,-48.05530326,-20.39559996,0,1,1,0,1,1
0,1,25,0,66,2,1,1,2,-0.220318921,0.189214759,0.885984023,-23.45679012,1,1,1,1,1,0
0,1,14,4,14,6,2,1,1,1.711950856,-5.826814135,-0.211340731,-2.986867556,1,1,1,0,1,0
0,1,14,4,14,6,2,1,1,1.940974382,2.841185041,-28.82008082,-35.37101334,0,0,1,0,0,0
0,1,14,4,14,6,2,1,1,2.284509671,2.687801516,-19.50376216,-16.10937787,1,1,0,0,0,0
0,1,14,4,14,6,2,1,0,0.795856753,-1.093135111,-42.22953995,-48.33510896,0,1,0,1,1,1
0,1,14,4,14,6,2,1,1,0.452321464,1.68188371,-10.62463014,-58.07774717,1,0,1,1,1,1
0,1,14,4,14,6,2,1,1,-0.120237351,2.420998981,-35.33693388,4.768964665,1,0,1,0,0,0
0,1,14,4,14,6,2,1,1,0.108786175,6.142894806,-42.82298953,-54.60294365,0,1,0,1,1,0
0,1,14,4,14,6,2,1,1,-0.005725588,1.31546894,25.95314728,62.83560807,1,0,1,0,0,0
0,1,14,4,14,6,2,1,1,-0.234749114,-0.527295285,-38.62090911,-62.28428757,1,0,0,0,0,1
0,1,14,4,14,6,2,1,1,-0.46377264,-1.358515573,-41.4733419,-47.67511998,1,0,0,1,1,0
0,1,14,4,14,6,2,1,1,-0.234749114,1.756097561,7.007273372,5.588078765,1,1,1,0,0,0
0,1,14,4,14,6,2,1,1,-0.120237351,0.727398684,-33.74486687,-58.12837609,0,0,0,1,0,1
0,1,14,4,14,6,2,1,0,-0.234749114,6.046511628,-16.83032564,33.92479081,1,0,1,0,1,1
0,1,14,4,14,6,2,1,0,-0.349260877,-0.900360144,-44.23851861,-20.85446626,0,1,0,1,1,1
0,1,14,4,14,6,2,1,0,-0.692796166,-0.034258308,-49.02846052,-53.18044684,1,0,0,0,1,1
0,1,14,4,14,6,2,1,0,-0.807307929,-0.978473581,-47.02243784,-52.25700114,1,0,1,0,0,0
0,1,14,4,14,6,2,1,1,-0.807307929,3.228410008,15.07149895,-17.98258461,1,0,1,0,1,1
0,1,14,4,14,6,2,1,2,-0.692796166,-3.589347742,-24.69731103,-21.12352011,0,1,1,0,0,0
0,1,29,0,12,0,1,5,0,1.622726732,-3.611457036,-29.69342089,-15.74720816,0,0,1,0,1,0
0,1,29,0,12,0,1,5,0,0.551727089,-2.088772846,-48.46902624,-47.88291542,0,0,1,1,1,0
0,1,29,0,12,0,1,5,0,-0.032454535,-3.021401595,-30.53376614,-27.62062822,0,0,0,0,0,1
0,1,29,0,12,0,1,5,0,-0.032454535,-3.021401595,-30.53376614,-27.62062822,0,0,0,0,0,1
0,1,29,0,12,0,1,5,0,-0.389454416,-2.884615385,-15.47165174,81.02333297,1,1,0,0,1,0
0,1,29,0,12,0,1,5,0,-0.649090693,-8.72600349,1.367529486,85.06451358,1,1,0,1,1,0
0,1,29,0,12,0,1,5,0,-1.233272317,-9.801762115,11.66127247,-0.354475782,0,0,1,0,1,0
0,1,29,0,12,0,1,5,0,-1.233272317,-9.801762115,11.66127247,-0.354475782,0,0,1,0,1,0
0,1,29,0,12,0,1,5,0,-1.557817663,14.22535211,-2.046926308,1.645539432,1,1,0,1,1,0
0,1,29,0,12,0,1,5,0,-0.48681802,6.614447346,-46.97554698,-51.02960103,0,0,1,0,0,1
0,1,29,0,12,0,1,5,0,0.032454535,-17.51592357,59.1184573,5.003110282,0,1,1,0,0,1
0,1,29,0,12,0,1,5,0,0.032454535,-17.51592357,59.1184573,5.003110282,0,1,1,0,0,1
0,1,29,0,12,0,1,5,1,1.006090574,-1.167678655,-21.50143145,-45.6261266,1,1,1,1,0,1
0,1,29,0,12,0,1,5,1,1.135908713,-6.113989637,30.84864392,16.7104112,1,1,1,0,1,1
0,1,110,0,185,4,2,2,0,1.415164237,-2.477375566,44.97036696,35.65484416,0,0,0,1,0,0
0,1,110,0,185,4,2,2,0,-1.19598055,-0.289668491,-37.16956101,-14.40557435,1,1,0,1,1,0
0,1,110,0,185,4,2,2,0,0.119121569,0.975975976,-0.084503048,31.03076705,1,1,1,0,0,0
0,1,110,0,185,4,2,2,0,1.110213021,1.509230562,31.26412016,59.06922343,0,0,1,1,0,0
0,1,110,0,185,4,2,2,0,1.186450825,4.27081609,59.19345082,-10.89244667,1,1,1,1,0,0
0,1,110,0,185,4,2,2,0,-1.38657506,0.942902043,33.64797155,-35.76208178,0,0,0,1,0,0
0,1,110,0,185,4,2,2,0,-0.223948549,0.354609929,-34.70251212,-16.75948556,1,0,0,1,0,0
0,1,110,0,185,4,2,2,0,1.09115357,-1.33895818,161.2372723,178.2550755,0,1,0,0,1,1
0,1,110,0,185,4,2,2,0,1.224569727,-4.56053068,1.121671018,-5.963446475,0,1,1,0,0,1
0,1,110,0,185,4,2,2,0,-1.348456158,-2.643244131,-25.80829682,50.0459185,1,0,0,1,1,1
0,1,110,0,185,4,2,2,0,-0.395483608,-0.404269082,40.85330107,-8.993625832,1,1,1,1,0,0
0,1,110,0,185,4,2,2,0,0.462191687,-9.402360107,10.15783454,-8.455966451,0,0,0,1,0,0
0,1,110,0,185,4,2,2,0,1.033975217,-4.626784746,56.22643662,-2.398402966,1,0,0,1,1,0
0,1,110,0,185,4,2,2,0,-1.424693962,-0.839928929,-12.13161514,-13.77782305,1,0,0,0,1,1
0,1,110,0,185,4,2,2,0,-0.338305255,5.203171457,27.89225365,15.6277929,0,1,0,0,1,0
0,1,110,0,185,4,2,2,0,0.252537726,-3.005780347,54.86032288,52.91200617,0,0,0,0,1,0
0,1,110,0,185,4,2,2,0,0.633726746,3.322259136,18.99213053,42.71893726,0,1,1,0,1,1
0,1,110,0,185,4,2,2,0,-1.367515609,2.593839631,30.73025827,45.09447974,1,1,0,0,1,1
0,1,23,0,49,2,2,2,1,1.129913886,4.121110177,62.32515249,34.35843879,0,1,0,0,0,1
0,1,23,0,49,2,2,2,1,1.051174242,1.358065585,-2.056221742,4.538110056,1,1,1,1,0,0
0,1,23,0,49,2,2,2,1,-0.444878986,-5.010999756,-1.493689461,72.06592309,1,0,1,1,0,0
0,1,23,0,49,2,2,2,1,-0.366139343,-0.36988111,-17.82573523,-7.213009787,0,0,1,0,1,1
0,1,23,0,49,2,2,2,1,0.185038162,-0.867410161,56.26207963,58.43641283,1,0,0,0,1,1
0,1,23,0,49,2,2,2,1,1.051174242,3.207810321,-44.68511047,-46.729843,1,1,0,1,0,1
0,1,23,0,49,2,2,2,1,0.106298519,-0.429184549,-29.42897497,-42.84100111,0,1,1,0,0,0
0,1,23,0,49,2,2,2,1,0.421257093,3.174193548,5.811204501,42.06208351,0,1,0,0,0,1
0,1,23,0,49,2,2,2,1,1.602351747,-2.886465683,-0.834388875,32.9048946,1,0,0,0,0,1
0,1,23,0,49,2,2,2,1,1.44487246,-0.662669612,-17.01086532,-33.47924646,0,0,1,1,0,1
0,1,23,0,49,2,2,2,1,-1.311015066,0.787401575,-1.505459161,-34.12778218,0,0,1,1,1,0
0,1,23,0,49,2,2,2,1,-0.759837561,13.13081823,-12.66791153,25.73841287,1,0,1,0,1,1
0,1,23,0,49,2,2,2,1,-0.129920412,-0.431034483,1.473954613,4.750529671,1,0,1,1,1,1
0,1,23,0,49,2,2,2,1,-0.366139343,-2.419611589,-31.55242482,-35.938181,1,1,1,0,1,1
0,1,23,0,49,2,2,2,1,-1.153535779,-4.381270903,14.13453567,31.3795304,1,1,0,1,1,1
0,1,23,0,49,2,2,2,1,-1.311015066,6.028610354,-43.10292679,-9.830086291,0,0,1,1,1,0
0,1,23,0,49,2,2,2,1,0.421257093,1.242236025,-4.465389177,-28.15679421,0,1,0,0,0,0
0,1,23,0,49,2,2,2,1,0.893694955,-0.620860927,6.939485868,69.15303292,0,0,0,0,1,0
0,1,19,4,8,5,2,1,0,1.364457992,-9.98694517,-40.84763528,-24.69598738,1,1,1,0,1,0
0,1,19,4,8,5,2,1,0,1.299016362,0.601137287,-16.76191863,59.11620601,0,1,0,1,1,1
0,1,19,4,8,5,2,1,0,1.037249841,5.644845159,5.674752236,27.05054443,0,1,1,0,1,0
0,1,19,4,8,5,2,1,0,1.429899623,-6.026119403,8.829920748,-27.43818595,1,1,1,0,0,0
0,1,19,4,8,5,2,1,1,1.102691471,-4.959742351,-39.29583079,-33.27133101,0,0,1,0,1,0
0,1,19,4,8,5,2,1,0,0.97180821,2.801024765,-34.84313101,-23.19341322,0,0,1,0,1,1
0,1,19,4,8,5,2,1,0,0.579158428,1.920925028,-29.2707198,-25.28076577,1,0,1,0,1,1
0,1,19,4,8,5,2,1,0,0.251950277,-0.166112957,-33.35851013,-47.05468548,1,1,0,1,0,0
0,1,19,4,8,5,2,1,1,0.251950277,-9.77613473,38.26459097,233.1634638,1,0,1,0,0,1
0,1,19,4,8,5,2,1,0,0.055625386,0.43972151,-47.15904154,-0.243959496,1,1,1,0,0,0
0,1,19,4,8,5,2,1,0,0.055625386,3.208191126,-41.99939075,-53.15917184,0,1,0,1,1,1
0,1,19,4,8,5,2,1,0,-0.140699505,5.304082199,33.74258078,16.08168166,1,0,0,1,1,1
0,1,19,4,8,5,2,1,1,-0.271582766,1.020689655,22.79509882,4.142120554,1,0,1,0,0,0
0,1,19,4,8,5,2,1,1,-0.795115809,3.247405424,-51.586006,-67.34342773,0,1,0,0,1,0
0,1,19,4,8,5,2,1,1,-0.795115809,-3.01445709,-0.435640984,-55.64098387,0,1,0,1,0,0
0,1,19,4,8,5,2,1,1,-1.12232396,2.129169624,-18.42996338,-28.38089973,1,0,1,1,1,0
0,1,19,4,8,5,2,1,1,-1.187765591,6.26459144,-21.75033025,3.005284016,1,0,0,1,1,0
0,1,19,4,8,5,2,1,1,-1.12232396,-5.130168453,55.06856905,-41.32151267,0,0,1,0,0,1
0,1,6,3,123,4,2,1,1,0.777330862,5.320754717,45.23682976,118.6337346,1,1,0,0,0,1
0,1,6,3,123,4,2,1,1,0.264694561,6.449864499,36.61289657,34.89005322,0,1,1,0,0,1
0,1,6,3,123,4,2,1,1,-0.187631587,-0.203665988,49.93429429,52.21482403,0,0,0,1,0,0
0,1,6,3,123,4,2,1,1,-0.187631587,-0.203665988,49.93429429,52.21482403,0,0,0,1,0,0
0,1,6,3,123,4,2,1,1,-0.851043272,4.139072848,14.90427416,-21.36157104,1,1,1,0,1,0
0,1,6,3,123,4,2,1,1,-1.031973731,0.529100529,128.5299946,135.0042246,1,0,1,1,1,1
0,1,6,3,123,4,2,1,1,-1.635075262,18.84984026,-14.7435503,-38.65248539,0,1,0,1,1,1
0,1,6,3,123,4,2,1,1,-1.635075262,18.84984026,-14.7435503,-38.65248539,0,1,0,1,1,1
0,1,6,3,123,4,2,1,1,-1.544610032,-6.493506494,-22.20559598,2.634006354,0,0,0,0,0,0
0,1,6,3,123,4,2,1,1,-1.182749114,0.451807229,18.29920403,132.5056126,0,1,1,1,0,1
0,1,6,3,123,4,2,1,1,-0.790733119,2.02020202,-10.41807025,3.300113219,0,1,0,0,0,0
0,1,6,3,123,4,2,1,1,-0.157476511,-5.38277512,-38.3413511,-56.07088524,0,1,1,1,0,0
0,1,6,3,123,4,2,1,1,-0.278096817,-5.212569316,-5.381600119,-19.79415497,0,1,1,0,1,0
0,1,6,3,123,4,2,1,1,0.44562502,-3.21271559,29.8736543,46.91432302,0,0,0,1,1,1
0,1,6,3,123,4,2,1,1,0.928106245,6.316916488,19.4380748,99.24960299,1,0,0,1,1,0
0,1,6,3,123,4,2,1,1,0.928106245,6.316916488,19.4380748,99.24960299,1,0,0,1,1,0
0,1,6,3,123,4,2,1,1,1.078881628,3.49383441,10.10224182,-21.63962105,0,1,0,0,1,0
0,1,6,3,123,4,2,1,1,1.259812087,1.405576967,-9.090439054,-4.485328967,0,1,0,0,1,0
0,0,75,0,186,0,0,2,0,1.659818596,0.574397249,105.3691142,110.1302174,0,1,0,0,0,1
0,0,75,0,186,0,0,2,0,1.907091385,2.342696413,-22.32118322,-4.986664511,0,0,0,1,1,1
0,0,75,0,186,0,0,2,0,1.391939741,0.030586385,39.17485105,-2.78777527,0,0,1,0,0,0
0,0,75,0,186,0,0,2,0,0.753151703,6.921707412,9.399991809,50.74062445,1,1,1,0,1,0
0,0,75,0,186,0,0,2,0,1.000424492,-3.845047858,36.44307134,38.85601578,0,0,1,1,0,0
0,0,75,0,186,0,0,2,0,0.876788097,-0.372424402,21.03992245,56.37613466,1,0,1,1,0,0
0,0,75,0,186,0,0,2,0,0.196787928,0.440791588,-11.12399847,17.20717283,1,1,1,1,1,1
0,0,75,0,186,0,0,2,0,-0.606848636,2.753608353,35.00321391,84.57999256,0,1,0,0,0,1
0,0,75,0,186,0,0,2,0,0.176181862,2.22181752,61.29299627,67.50932449,0,0,1,1,1,1
0,0,75,0,186,0,0,2,0,0.258606125,0.720515738,46.33486349,48.29669002,0,0,0,1,1,1
0,0,75,0,186,0,0,2,0,-0.483212242,1.037028,90.10560555,110.1181828,1,1,1,0,1,0
0,0,75,0,186,0,0,2,0,-1.183818477,0.858006892,-7.752511144,-1.251708767,0,1,1,1,0,0
0,0,75,0,186,0,0,2,0,-0.112303058,3.27710177,4.480763116,47.43402226,1,0,0,1,0,1
0,0,75,0,186,0,0,2,0,-0.380181913,-0.77595161,111.8757282,241.0097087,0,1,1,0,0,1
0,0,75,0,186,0,0,2,0,-0.833515359,3.372294614,32.79949796,49.34002719,0,0,0,1,0,0
0,0,75,0,186,0,0,2,0,-1.286848806,0.723571253,0.944863376,0.418185177,1,1,1,1,0,1
0,0,75,0,186,0,0,2,0,-0.256545519,1.484585453,-1.277659083,22.44336994,0,0,0,0,0,1
0,0,75,0,186,0,0,2,0,-0.503818307,-1.043008774,-27.11685968,24.84584148,0,1,1,0,0,0
0,0,62,0,178,10,0,3,1,1.068608381,-6.547860132,11.70355616,24.51968961,0,1,0,0,1,0
0,0,62,0,178,10,0,3,1,0.934575402,1.971790443,-13.81124105,-32.10603431,1,1,0,1,0,0
0,0,62,0,178,10,0,3,1,0.544661284,-2.52238806,8.660126889,7.009082003,1,0,0,0,1,1
0,0,62,0,178,10,0,3,1,0.191301614,-3.435744962,9.169924675,32.47779515,0,0,0,0,1,1
0,0,62,0,178,10,0,3,1,-0.247351769,2.492462312,-8.002366665,17.89785189,1,0,1,1,0,1
0,0,62,0,178,10,0,3,1,-0.381384747,1.629802095,-9.314130655,3.924171471,1,0,1,1,1,1
0,0,62,0,178,10,0,3,1,-0.344830298,-0.1875,-30.28832286,-32.26341916,1,1,0,1,1,0
0,0,62,0,178,10,0,3,1,-0.82003813,-3.273160087,39.56888541,55.44281523,0,1,0,1,0,0
0,0,62,0,178,10,0,3,1,-1.197767432,2.075195313,-7.943220878,-22.51487041,0,1,1,1,1,1
0,0,62,0,178,10,0,3,1,-1.112473719,-2.229146692,-20.21369241,-34.87048453,0,1,0,0,1,0
0,0,62,0,178,10,0,3,1,-1.660790448,2.888936443,3.780561356,10.71014835,1,0,1,0,1,0
0,0,62,0,178,10,0,3,1,-1.136843351,4.782359679,70.11745631,56.78536231,1,1,0,0,0,0
0,0,62,0,178,10,0,3,1,-0.82003813,-3.220370717,-36.7127746,-23.7670445,0,0,1,0,0,1
0,0,62,0,178,10,0,3,1,-0.296091034,-7.194883638,108.5474729,120.368884,1,0,0,1,1,1
0,0,62,0,178,10,0,3,1,-0.588526622,-0.309050773,-39.73834033,-46.61748522,1,0,0,1,1,1
0,0,62,0,178,10,0,3,1,0.39844349,2.582563781,-30.01288161,-40.42588935,0,0,1,0,0,1
0,0,62,0,178,10,0,3,1,1.068608381,-1.098591549,4.753822891,-16.62943086,0,1,1,0,0,0
0,0,62,0,178,10,0,3,1,1.592555477,-1.637250348,-16.64320568,-19.70351519,0,1,1,1,1,1
0,0,70,4,8,5,2,1,1,1.433883277,0.038461538,-17.75815395,0.128820268,1,1,0,0,0,0
0,0,70,4,8,5,2,1,1,1.433883277,-0.876183733,-11.3810506,73.53754334,0,0,0,1,0,0
0,0,70,4,8,5,2,1,1,1.397022525,-0.533841754,-17.84488544,-10.13964784,1,0,1,1,1,0
0,0,70,4,8,5,2,1,1,1.065275751,-2.6013772,13.49744855,89.52129946,1,0,1,1,0,0
0,0,70,4,8,5,2,1,1,0.917832741,-0.473020322,-50.90836335,-27.03081232,1,0,0,1,1,0
0,0,70,4,8,5,2,1,1,0.844111235,1.11662531,-64.0411672,-54.43229248,1,1,1,0,1,1
0,0,70,4,8,5,2,1,1,0.807250483,-0.204301075,-24.87646294,-45.38361508,1,0,0,0,0,1
0,0,70,4,8,5,2,1,1,0.475503709,0.601782201,-13.24013631,-17.48580083,0,1,1,0,1,1
0,0,70,4,8,5,2,1,1,0.217478441,0.461420149,-50.66835137,-49.03697193,1,0,1,0,1,1
0,0,70,4,8,5,2,1,1,0.033174677,-0.141426046,-45.53265267,-69.58196879,0,1,1,1,1,0
0,0,70,4,8,5,2,1,1,-0.077407581,-0.276166805,-21.000662,-49.85540573,0,1,0,0,1,0
0,0,70,4,8,5,2,1,1,-0.261711344,-11.98327915,70.08313382,81.54466794,0,0,1,0,0,1
0,0,70,4,8,5,2,1,1,-0.482875859,4.358974359,5.386917486,2.180418982,1,0,1,0,1,0
0,0,70,4,8,5,2,1,1,-0.777761881,0.520941863,-52.73410983,-47.60823383,0,1,1,0,1,1
0,0,70,4,8,5,2,1,1,-0.888344138,-1.593943017,-20.93193717,-61.04712042,0,1,1,0,0,0
0,0,70,4,8,5,2,1,1,-1.035787149,1.354096141,9.017764248,20.71981812,1,0,1,1,1,0
0,0,70,4,8,5,2,1,1,-1.146369407,4.779729341,-48.66473149,-28.73730044,1,0,0,1,1,0
0,0,70,4,8,5,2,1,1,-1.220090912,-0.950965825,-43.40023068,-60.96885813,0,0,0,0,0,1
0,1,104,5,169,7,2,0,1,1.19099712,0.952632972,17.48922152,61.20630569,1,0,1,0,1,0
0,1,104,5,169,7,2,0,1,-0.238199424,2.638190955,-21.44390851,-10.78263576,1,1,1,1,1,1
0,1,104,5,169,7,2,0,1,-1.81783771,-1.263976665,131.680519,301.7839043,1,1,1,1,1,0
0,1,104,5,169,7,2,0,1,-0.162978553,2.348336595,-1.840081689,-5.841165316,1,0,0,0,0,1
0,1,104,5,169,7,2,0,1,1.11577625,1.226443314,16.69743665,1.268802177,0,1,1,0,0,0
0,1,104,5,169,7,2,0,1,0.13790493,-2,-18.51081832,5.403118579,1,0,1,1,1,1
0,1,104,5,169,7,2,0,1,-0.83996639,1.737891738,-30.54085052,-35.73661367,0,0,0,1,0,1
0,1,104,5,169,7,2,0,1,1.266217991,0.181818182,-14.28754403,-5.321805956,0,0,0,1,0,0
0,1,104,5,169,7,2,0,1,1.040555379,-2.943698199,-16.99370855,29.29773848,1,1,0,1,1,1
0,1,104,5,169,7,2,0,1,0.664451025,-2.528548124,-63.60711198,-49.62974101,0,1,1,1,0,0
0,1,104,5,169,7,2,0,1,-1.216070744,4.04532716,-2.126548329,-25.1296891,1,1,1,0,1,0
0,1,104,5,169,7,2,0,1,0.288346671,4.037097654,-25.33433438,-22.70658345,0,0,0,0,0,0
0,1,104,5,169,7,2,0,1,0.814892767,0.479192938,-58.11091043,-74.01832899,1,0,1,1,0,1
0,1,104,5,169,7,2,0,1,0.363567542,7.438016529,-2.129072028,-53.71994879,1,1,0,0,0,1
0,1,104,5,169,7,2,0,1,-1.516954227,-3.838420764,-49.54731558,-37.04517592,0,0,0,1,0,1
0,1,104,5,169,7,2,0,1,-1.516954227,-3.838420764,-49.54731558,-37.04517592,0,0,0,1,0,1
0,1,104,5,169,7,2,0,1,0.363567542,-0.663407821,-0.528969847,33.29216836,0,1,0,1,0,0
0,1,104,5,169,7,2,0,1,0.062684059,1.542362138,-14.8554337,-23.52941176,0,1,0,1,0,1
0,0,19,4,8,5,1,5,0,-0.113600205,0.082827167,-5.233506301,-31.60365703,1,0,1,0,1,0
0,0,19,4,8,5,1,5,0,0.015146694,1.359275053,-17.18346818,-4.132954297,1,0,1,1,0,0
0,0,19,4,8,5,1,5,2,0.787628089,0.052110474,1.090473337,36.72857999,1,1,1,1,0,0
0,0,19,4,8,5,1,5,0,0.272640492,1.934398654,-35.67788079,-48.71523179,1,0,1,1,0,0
0,0,19,4,8,5,1,5,0,0.530134291,0.333704116,-1.633660065,12.4491565,1,0,0,1,0,1
